academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2024-2025,GL,College universitaire Glendon,LIN,Linguistics and Language Studies,Histoire de la langue française
Fall/Winter,2024-2025,GL,College universitaire Glendon,LIN,Linguistics and Language Studies,Linguistic Theory
Fall/Winter,2024-2025,GL,College universitaire Glendon,LIN,Linguistics and Language Studies,Language Policy and Language Planning
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Language, Power and Persuasion
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Phonology 1: Analysis
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Syntax 1: Analysis
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Language and Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Language and Mind
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Syntax 2: Theory
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,First Language Acquisition
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Second Language Acquisition
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Advanced Phonology
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Acoustic Phonetics
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Communication Disorders: Research and Clinical Perspectives
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,LING,Linguistics,Research in Sociolinguistic Variation and Change
Fall/Winter,2024-2025,ED,Faculty of Education,LLDV,Lang & Literacy Development,Language and Literacy Development in Deaf and Hard of Hearing Learners II
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,LREL,Labour Relations and Employment Law,Contemporary Issues in Employment Regulation
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,LREL,Labour Relations and Employment Law,Contemporary Issues in the Common Law of Employment
Fall/Winter,2024-2025,GL,College universitaire Glendon,LYON,Lyon,Lyon BBA Credits
Fall/Winter,2024-2025,GL,College universitaire Glendon,LYON,Lyon,Lyon BBA Credits
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Applied Calculus I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Applied Calculus II
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Discrete Mathematics for Computer Science
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Linear Algebra I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Applied Linear Algebra
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Discrete Mathematics for Engineers
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Introduction to Data Science
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Introduction to Statistics I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Problems, Conjectures and Proofs
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Differential Calculus with Applications
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematics I for the Biological and Health Sciences
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematics II for the Biological and Health Sciences
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Fundamentals of Mathematics
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Introduction to Calculus, with Vectors
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Business Mathematics I
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Introduction to Statistical Methods II
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Linear Algebra I
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Calcul différentiel à une variable
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Calcul intégral à une variable
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Mathematics of Investment I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Applied Multivariate and Vector Calculus
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Elementary Probability
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Principles and Techniques of Data Science
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Extended Problems, Conjectures, and Proofs
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Differential Equations for Scientists and Engineers
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Models for Financial Economics
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Linear Algebra II
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Introductory Probability and Statistics
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Real Analysis II
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Algebra II
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Computational Mathematics
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematical Statistics II
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Linear Optimization
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Numerical Methods I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Introduction to Graph Theory
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematics of Life Contingencies I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematical Finance
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Data analytics: A Hands-on Approach
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Complex Variables
Fall/Winter,2024-2025,GL,College universitaire Glendon,MATH,Mathematics,Data Science with Python
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematic and Statistics Internship Work Term
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Mathematic and Statistics Internship Work Term
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Individual Project
Fall/Winter,2024-2025,ED,Faculty of Education,MATH,Mathematics,Teaching Mathematics in the Intermediate-Senior Divisions - B
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Algebra III
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Topology I
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Topics in Mathematics Education: Theory and Practice
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Topics in Probability and Statistics: Introduction to the Theory and Methods of Time Series Analysis
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Advanced Numerical Methods
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Combinatorial Mathematics
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Applied Operations Research Decision Models
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Dynamical Systems
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Risk Theory - Ruin and Credibility
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Directed Readings
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,The History of Mathematics
Fall/Winter,2024-2025,SC,Faculty of Science,MATH,Mathematics,Experimental Design
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Mathematics Learning Environments
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Quantitative Research Methods in Education
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Survey Paper
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Mathematics Seminar
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Algebra II
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Complex Analysis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Partial Differential Equations
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Topology I
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Probability Theory
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Advanced Mathematical Statistics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Practicum for Statistical Consulting
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Theory and Methods of Time Series Analysis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Statistical Learning
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Advanced Numerical Methods
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Stochastic Programming
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Numerical Methods in Finance
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Mathematical Modeling
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MATH,Mathematics,Practicum in Industrial & Applied Mathematics
Fall/Winter,2024-2025,SB,Schulich School of Business,MBAN,Master of Business Analytics,Visual Analytics and Modelling
Fall/Winter,2024-2025,SB,Schulich School of Business,MBAN,Master of Business Analytics,Data Science II
Fall/Winter,2024-2025,SB,Schulich School of Business,MBAN,Master of Business Analytics,Artificial Intelligence in Business I
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Thermodynamics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Mechanics of Material 1
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Engineering Graphics & CAD Modeling
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Modern Instrumentation and Measurement Techniques
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Fluid Dynamics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Mechanisms for Mechanical Systems
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Machine Elements Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Macro-and-Micro Manufacturing Methods
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Transport Phenomena
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Energy Conversion and Storage
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Simulation Tools for Design & Analysis
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Life Cycle and System Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,MECH,Mechanical Engineering,Advanced Mechanical Technologies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Graduate Seminar
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Advanced Fluid Dynamics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Fracture and Failure of Materials
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Multidisciplinary System Design Optimization for Mechanical Engineers
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Technology Commercialization
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Directed Study: Dynamics, Control and Robotics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Directed Study: Other areas in Mechanical Engineering
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MECH,Mechanical Engineering,Ph.D. Dissertation
Fall/Winter,2024-2025,SB,Schulich School of Business,MFIN,Master of Finance,Professional Seminar Series
Fall/Winter,2024-2025,SB,Schulich School of Business,MFIN,Master of Finance,Investment Banking
Fall/Winter,2024-2025,SB,Schulich School of Business,MFIN,Master of Finance,Institutional Wealth Management
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Global Business- Past, Present, Future
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Business Administration and the Law
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Canada's Business Environment
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Management Consulting
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Extended Work Placement
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Guided Study: Management: Selected Problems in Management
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Technology Firms and the Global Environment
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Professional Development Hive - Part 2
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Joint MBA/LLB Seminar: Business and The Law
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Strategy Field Study
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Skills for Leadership
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Case Analysis and Presentation Skills
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,International Study Tour
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Innovation through Technology and Design
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Graduate Placement
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Individual Study: Selected Problems in Management
Fall/Winter,2024-2025,SB,Schulich School of Business,MGMT,Management,Management Consulting
Fall/Winter,2024-2025,SB,Schulich School of Business,MHIA,Master of Health Industry Administration,Preventive Healthcare
Fall/Winter,2024-2025,SB,Schulich School of Business,MHIA,Master of Health Industry Administration,Winter Workshop in Leadership & Strategy in Canadian Healthcare
Fall/Winter,2024-2025,SB,Schulich School of Business,MHIA,Master of Health Industry Administration,Economics of Healthcare
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,MIST,Multicultural and Indigenous Studies,Global Political Economy II: Issues and Problems Since 1945
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Future of Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Strategic Market Communications
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Social Media for Marketing and Management
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Tourism, Sport & Leisure Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,International Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Digital Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Unlocking Value for Customers Through Technology and Digital Transformation
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Marketing Management
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Marketing Research
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,The Future of Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Service Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Retail Marketing Strategies
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Marketing Analytics
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,New Products
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Digital Marketing Strategy
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Customer Experience Design
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Individual Study: Selected Problems in Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Selected Problems in Administration
Fall/Winter,2024-2025,SB,Schulich School of Business,MKTG,Marketing,Marketing Strategy:  Developing Consumer Research Contributions
Fall/Winter,2024-2025,SB,Schulich School of Business,MMAI,Management in Artificial Intelligence,Business Applications of Artificial Intelligence I
Fall/Winter,2024-2025,SB,Schulich School of Business,MMAI,Management in Artificial Intelligence,Algorithms for Business Analysis
Fall/Winter,2024-2025,SB,Schulich School of Business,MMAI,Management in Artificial Intelligence,Applications of Neural Networks and Deep Learning in Business
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Introduction to Statistical Methods I
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Modes of Mathematical Reasoning
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Fundamentals of Mathematics
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,MODR,Modes Of Reasoning,Modes of Reasoning: Reasoning About Social Issues
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,MODR,Modes Of Reasoning,Modes of Reasoning: Techniques of Persuasion
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Calcul différentiel à une variable
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Calcul intégral à une variable
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Mathematics of Investment I
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Introduction to Computer Music and Digital Audio Editing
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Idea, Opinion, Argument: Rhetoric for Academic Settings
Fall/Winter,2024-2025,GL,College universitaire Glendon,MODR,Modes Of Reasoning,Philosophy of Language
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Research Design and Qualitative Methods
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Accounting Theory and Conceptual Framework Applied Research
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Marketing Analytics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Special Topics in Marketing
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Fundamentals of Supply Chain Management
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MSMG,Master of Science in Management Practice,Major Research Paper and Workplace Project Development Seminar  Series
Fall/Winter,2024-2025,SB,Schulich School of Business,MSTM,Master of Management,Managerial Decision Analysis
Fall/Winter,2024-2025,SB,Schulich School of Business,MSTM,Master of Management,Managerial Finance
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Flute
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Oboe
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Clarinet
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Bassoon
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Saxophone
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: French Horn
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Trumpet
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Trombone
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Tuba
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Percussion
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Guitar
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Voice
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Violin
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Viola
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Cello
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Double Bass
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance:  Harp
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance:  Euphonium
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Plucked Strings: Medieval and Renaissance
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Recorder
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Medieval and Renaissance Bowed Strings
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,York University Concert Choir
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Orchestra
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,York University Chamber Choir
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Private lessons in open-style improvisation
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,West African Drum Ensemble: Ghanaian
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Introduction to Jazz Performance
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Orchestra I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Piano
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Bass
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Percussion
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Guitar
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Woodwind
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Brass
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Vocal
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Strings
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Gospel Performance: Private Instruction
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Theory and Musicianship I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Piano Performance
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Piano Accompanying
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Harpsichord
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Organ: Classical performance private instruction on organ
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Escola de Samba
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Ashkenazi and Sephardic Vocal Music
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Balkan Vocal Music
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Folk Fiddle
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Dizi
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Early Music Wind Instruments
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Flamenco Guitar
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Folk Guitar
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Hand Percussion: Various Traditions
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Jembe
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Baglama
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Ghanaian Percussion
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Pipa
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Persian Radif
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Tabla
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction: Traditional Harp
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Village Folk Vocal Styles
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - World Rhythms for Drumkit
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Xiao
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Yangqin and Zheng
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Zhonghu and Erhu
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Composition Studio I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Musics and Cultures I
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,The Music of Bollywood Films
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Rhythm and Blues, Soul, Funk and Rap
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Gospel Choir
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Women and Popular Music
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Workshop in Musicianship II
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Flute
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Oboe
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Clarinet
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Bassoon
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Saxophone
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: French Horn
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Trumpet
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Trombone
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Tuba
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Percussion
